Date,Open,High,Low,Close,Adj Close,Volume
2019-03-14,3322.919922,3349.850098,3322.919922,3342.030029,3342.030029,37300300
2019-03-15,3345.060059,3394.320068,3345.060059,3386.080078,3386.080078,91316800
2019-03-18,3385.459961,3392.629883,3380.649902,3387.939941,3387.939941,36098000
2019-03-19,3389.810059,3422.340088,3386.260010,3409.000000,3409.000000,34176600
2019-03-20,3404.100098,3406.120117,3372.379883,3372.379883,3372.379883,32977700
2019-03-21,3372.360107,3376.209961,3348.949951,3367.399902,3367.399902,34551900
2019-03-22,3371.679932,3377.929932,3301.600098,3305.729980,3305.729980,58032900
2019-03-25,3297.409912,3313.429932,3281.969971,3300.479980,3300.479980,33906700
2019-03-26,3302.129883,3326.350098,3293.679932,3319.530029,3319.530029,32046100
2019-03-27,3322.639893,3344.669922,3302.800049,3322.040039,3322.040039,44786200
2019-03-28,3321.340088,3337.560059,3315.909912,3320.290039,3320.290039,31273500
2019-03-29,3326.449951,3354.300049,3326.449951,3351.709961,3351.709961,35922300
2019-04-01,3353.669922,3390.979980,3353.669922,3385.379883,3385.379883,38161900
2019-04-02,3386.179932,3402.770020,3382.840088,3395.699951,3395.699951,28848000
2019-04-03,3399.929932,3435.899902,3399.929932,3435.560059,3435.560059,36713500
2019-04-04,3434.340088,3449.439941,3425.189941,3441.929932,3441.929932,33147500
2019-04-05,3445.050049,3453.020020,3437.919922,3447.469971,3447.469971,31096400
2019-04-08,3446.149902,3447.110107,3433.469971,3438.060059,3438.060059,25222700
2019-04-09,3437.070068,3450.689941,3416.669922,3417.219971,3417.219971,29949900
2019-04-10,3418.360107,3435.320068,3418.360107,3424.649902,3424.649902,29288800
2019-04-11,3430.729980,3442.250000,3412.149902,3435.340088,3435.340088,36881200
2019-04-12,3432.159912,3454.770020,3425.840088,3447.830078,3447.830078,45588800
2019-04-15,3448.909912,3456.540039,3443.560059,3450.459961,3450.459961,32902000
2019-04-16,3450.750000,3465.979980,3450.750000,3463.360107,3463.360107,36083200
2019-04-17,3466.889893,3486.760010,3459.810059,3477.729980,3477.729980,40129600
2019-04-18,3477.669922,3506.820068,3464.639893,3499.229980,3499.229980,46027400
2019-04-23,3494.399902,3506.679932,3487.169922,3503.850098,3503.850098,32101600
2019-04-24,3500.560059,3515.149902,3491.889893,3502.629883,3502.629883,40509900
2019-04-25,3495.409912,3496.399902,3476.280029,3491.919922,3491.919922,35609100
2019-04-26,3492.060059,3503.459961,3484.129883,3500.409912,3500.409912,30966200
2019-04-29,3494.469971,3508.760010,3481.080078,3501.939941,3501.939941,32293700
2019-04-30,3499.709961,3514.620117,3488.100098,3514.620117,3514.620117,39337100
2019-05-02,3505.770020,3511.429932,3487.750000,3488.929932,3488.929932,38418000
2019-05-03,3489.479980,3510.040039,3486.719971,3502.479980,3502.479980,27229000
2019-05-06,3487.540039,3487.540039,3423.330078,3462.949951,3462.949951,32922700
2019-05-07,3460.560059,3467.639893,3396.899902,3401.159912,3401.159912,47036200
2019-05-08,3400.189941,3423.959961,3389.070068,3417.260010,3417.260010,40572500
2019-05-09,3401.989990,3401.989990,3346.449951,3350.709961,3350.709961,42118800
2019-05-10,3353.679932,3386.219971,3349.840088,3361.050049,3361.050049,35957700
2019-05-13,3362.520020,3365.510010,3311.169922,3320.780029,3320.780029,39567400
2019-05-14,3324.850098,3364.379883,3324.850098,3364.379883,3364.379883,36204200
2019-05-15,3364.879883,3385.780029,3332.679932,3385.780029,3385.780029,44240900
2019-05-16,3379.699951,3438.560059,3365.489990,3438.560059,3438.560059,42922000
2019-05-17,3433.689941,3436.449951,3402.560059,3425.639893,3425.639893,49377800
2019-05-20,3417.120117,3426.870117,3360.260010,3369.780029,3369.780029,53670000
2019-05-21,3371.260010,3395.909912,3370.379883,3386.510010,3386.510010,37551500
2019-05-22,3384.919922,3396.870117,3359.600098,3386.719971,3386.719971,36107300
2019-05-23,3378.479980,3378.479980,3323.699951,3327.199951,3327.199951,45389300
2019-05-24,3330.989990,3365.580078,3330.989990,3350.699951,3350.699951,35226300
2019-05-27,3350.600098,3380.850098,3350.600098,3364.040039,3364.040039,19580400
2019-05-28,3364.229980,3369.909912,3337.770020,3348.860107,3348.860107,52627100
2019-05-29,3337.379883,3337.379883,3288.520020,3297.810059,3297.810059,38520100
2019-05-31,3312.409912,3312.409912,3258.040039,3280.429932,3280.429932,49350100
2019-06-03,3274.969971,3300.219971,3248.540039,3300.219971,3300.219971,34972500
2019-06-04,3293.629883,3338.080078,3275.199951,3333.489990,3333.489990,42640200
2019-06-05,3334.399902,3355.689941,3326.929932,3339.949951,3339.949951,33457800
2019-06-06,3341.290039,3370.800049,3326.899902,3338.409912,3338.409912,41512600
2019-06-07,3341.330078,3391.050049,3341.330078,3378.379883,3378.379883,31980300
2019-06-11,3386.729980,3418.179932,3386.729980,3401.100098,3401.100098,31645900
2019-06-12,3398.580078,3398.580078,3376.449951,3386.629883,3386.629883,30134000
2019-06-13,3384.320068,3401.719971,3373.679932,3390.500000,3390.500000,28235500
2019-06-14,3388.780029,3388.780029,3363.070068,3379.189941,3379.189941,26397100
2019-06-17,3382.449951,3393.889893,3375.800049,3383.209961,3383.209961,24211200
2019-06-18,3381.500000,3458.909912,3366.870117,3452.889893,3452.889893,49958000
2019-06-19,3454.520020,3457.370117,3444.120117,3454.699951,3454.699951,37824200
2019-06-20,3460.100098,3487.000000,3460.100098,3468.080078,3468.080078,49469100
2019-06-21,3468.729980,3496.790039,3459.040039,3466.919922,3466.919922,79595100
2019-06-24,3466.379883,3473.750000,3449.189941,3455.570068,3455.570068,27884900
2019-06-25,3454.310059,3454.310059,3440.060059,3444.360107,3444.360107,27329900
2019-06-26,3444.280029,3460.159912,3434.330078,3442.949951,3442.949951,31753900
2019-06-27,3444.360107,3454.209961,3424.679932,3442.379883,3442.379883,31948700
2019-06-28,3442.389893,3476.929932,3442.389893,3473.689941,3473.689941,34282000
2019-07-01,3476.080078,3519.979980,3476.080078,3497.590088,3497.590088,30371100
2019-07-02,3498.929932,3511.129883,3491.439941,3507.979980,3507.979980,28512300
2019-07-03,3507.699951,3540.629883,3507.699951,3540.629883,3540.629883,41651700
2019-07-04,3541.850098,3549.260010,3537.350098,3544.149902,3544.149902,36660800
2019-07-05,3542.229980,3544.020020,3514.250000,3527.979980,3527.979980,32000600
2019-07-08,3525.209961,3531.469971,3514.409912,3523.760010,3523.760010,26898100
2019-07-09,3522.270020,3522.270020,3492.179932,3509.750000,3509.750000,30325100
2019-07-10,3508.540039,3523.600098,3497.739990,3501.520020,3501.520020,31341600
2019-07-11,3506.330078,3515.770020,3493.770020,3496.729980,3496.729980,27315000
2019-07-12,3497.020020,3505.790039,3492.179932,3497.629883,3497.629883,26712000
2019-07-15,3497.989990,3517.840088,3483.169922,3502.219971,3502.219971,23676400
2019-07-16,3500.889893,3530.110107,3498.340088,3521.360107,3521.360107,28849700
2019-07-17,3520.739990,3529.449951,3497.250000,3501.580078,3501.580078,28130900
2019-07-18,3497.399902,3500.820068,3467.250000,3482.830078,3482.830078,32604400
2019-07-19,3488.679932,3514.330078,3470.399902,3480.179932,3480.179932,42224000
2019-07-22,3478.770020,3498.689941,3476.429932,3489.919922,3489.919922,28137700
2019-07-23,3496.860107,3544.340088,3496.860107,3532.870117,3532.870117,32058700
2019-07-24,3533.300049,3537.709961,3520.840088,3532.899902,3532.899902,27857100
2019-07-25,3538.270020,3573.570068,3491.770020,3510.149902,3510.149902,50510700
2019-07-26,3511.159912,3526.989990,3506.489990,3524.469971,3524.469971,30732900
2019-07-29,3522.360107,3539.939941,3517.120117,3523.580078,3523.580078,23964200
2019-07-30,3523.969971,3526.530029,3455.129883,3462.850098,3462.850098,44462900
2019-07-31,3464.689941,3477.350098,3458.110107,3466.850098,3466.850098,36672600
2019-08-02,3473.000000,3473.000000,3368.659912,3376.120117,3376.120117,54786800
2019-08-05,3365.489990,3365.489990,3302.300049,3310.929932,3310.929932,45543300
2019-08-06,3310.080078,3337.540039,3291.659912,3291.659912,3291.659912,36632600
2019-08-07,3301.310059,3339.070068,3283.129883,3309.989990,3309.989990,42322300
2019-08-08,3323.770020,3375.379883,3323.770020,3375.379883,3375.379883,35688700
2019-08-09,3366.290039,3367.429932,3326.729980,3333.739990,3333.739990,44849600
2019-08-12,3340.820068,3370.629883,3318.659912,3326.550049,3326.550049,31857600
2019-08-13,3324.360107,3380.810059,3298.320068,3357.159912,3357.159912,45165800
2019-08-14,3358.120117,3358.729980,3276.010010,3288.699951,3288.699951,45266400
2019-08-15,3294.500000,3306.879883,3239.199951,3282.780029,3282.780029,43557500
2019-08-16,3286.540039,3333.439941,3286.540039,3329.080078,3329.080078,59935600
2019-08-19,3332.929932,3377.760010,3332.929932,3369.189941,3369.189941,34743200
2019-08-20,3368.209961,3379.959961,3341.229980,3350.229980,3350.229980,29871200
2019-08-21,3353.659912,3400.060059,3353.659912,3394.889893,3394.889893,27737600
2019-08-22,3390.050049,3405.350098,3366.439941,3373.669922,3373.669922,32113500
2019-08-23,3382.310059,3394.209961,3334.250000,3334.250000,3334.250000,35515200
2019-08-26,3329.729980,3360.929932,3318.330078,3348.840088,3348.840088,27180900
2019-08-27,3348.840088,3380.879883,3334.489990,3370.469971,3370.469971,36627200
2019-08-28,3363.510010,3368.229980,3334.070068,3365.379883,3365.379883,28768700
2019-08-29,3362.120117,3415.360107,3356.679932,3411.330078,3411.330078,42789600
2019-08-30,3412.449951,3443.080078,3412.110107,3426.760010,3426.760010,39168900
2019-09-02,3426.239990,3442.709961,3426.239990,3432.540039,3432.540039,20014400
2019-09-03,3432.219971,3432.219971,3406.550049,3420.739990,3420.739990,28433300
2019-09-04,3424.979980,3461.060059,3424.979980,3450.830078,3450.830078,36060400
2019-09-05,3453.989990,3488.479980,3453.989990,3484.699951,3484.699951,40107000
2019-09-06,3484.860107,3495.870117,3479.620117,3495.189941,3495.189941,35279300
2019-09-09,3495.850098,3503.050049,3486.750000,3495.020020,3495.020020,34615100
2019-09-10,3493.800049,3501.679932,3479.580078,3498.989990,3498.989990,46313000
2019-09-11,3502.239990,3520.949951,3502.239990,3516.820068,3516.820068,44089500
2019-09-12,3522.040039,3555.100098,3512.590088,3538.860107,3538.860107,51020600
2019-09-13,3539.929932,3555.850098,3534.379883,3550.110107,3550.110107,44760200
2019-09-16,3540.469971,3540.469971,3518.449951,3518.449951,3518.449951,39324600
2019-09-17,3517.570068,3527.000000,3506.360107,3521.260010,3521.260010,38651500
2019-09-18,3520.879883,3536.649902,3518.010010,3528.040039,3528.040039,32020700
2019-09-19,3527.500000,3554.870117,3524.370117,3552.649902,3552.649902,34829700
2019-09-20,3552.729980,3578.040039,3546.300049,3571.389893,3571.389893,87164700
2019-09-23,3565.959961,3565.959961,3526.260010,3536.969971,3536.969971,35109600
2019-09-24,3542.530029,3547.979980,3531.649902,3532.050049,3532.050049,29824100
2019-09-25,3526.840088,3526.840088,3480.280029,3513.030029,3513.030029,35383800
2019-09-26,3509.800049,3538.159912,3506.050049,3532.179932,3532.179932,30754000
2019-09-27,3534.469971,3553.250000,3534.469971,3545.879883,3545.879883,0
2019-09-30,3545.070068,3570.149902,3536.909912,3569.449951,3569.449951,34917000
2019-10-01,3573.080078,3588.679932,3518.250000,3518.250000,3518.250000,35334800
2019-10-02,3516.879883,3516.879883,3413.310059,3413.310059,3413.310059,46051700
2019-10-03,3414.139893,3431.239990,3398.639893,3417.370117,3417.370117,32348800
2019-10-04,3423.750000,3446.709961,3406.439941,3446.709961,3446.709961,32072700
2019-10-07,3442.139893,3471.879883,3433.870117,3471.239990,3471.239990,24773800
2019-10-08,3473.239990,3476.459961,3426.820068,3432.760010,3432.760010,28959600
2019-10-09,3433.169922,3473.919922,3427.770020,3462.110107,3462.110107,25254100
2019-10-10,3469.989990,3501.189941,3445.439941,3493.959961,3493.959961,35740200
2019-10-11,3494.780029,3569.919922,3490.520020,3569.919922,3569.919922,47625900
2019-10-14,3565.379883,3565.379883,3531.229980,3556.260010,3556.260010,25852300
2019-10-15,3562.389893,3610.310059,3562.389893,3598.649902,3598.649902,42812200
2019-10-16,3600.760010,3610.439941,3588.090088,3599.250000,3599.250000,46723500
2019-10-17,3595.729980,3630.429932,3588.620117,3588.620117,3588.620117,44308100
2019-10-18,3587.399902,3596.709961,3571.010010,3579.409912,3579.409912,34798900
2019-10-21,3583.370117,3608.949951,3578.810059,3600.080078,3600.080078,34599100
2019-10-22,3600.939941,3609.340088,3586.639893,3604.820068,3604.820068,32149400
2019-10-23,3595.780029,3608.629883,3585.760010,3606.889893,3606.889893,36314200
2019-10-24,3611.620117,3626.879883,3607.840088,3621.370117,3621.370117,51628500
2019-10-25,3622.790039,3631.040039,3604.399902,3624.679932,3624.679932,32170400
2019-10-28,3623.840088,3637.939941,3614.830078,3625.689941,3625.689941,31459400
2019-10-29,3625.530029,3625.989990,3611.770020,3622.090088,3622.090088,34743300
2019-10-30,3616.250000,3624.530029,3596.300049,3620.290039,3620.290039,42737400
2019-10-31,3625.360107,3631.870117,3593.600098,3604.409912,3604.409912,44941700
2019-11-01,3610.219971,3633.639893,3607.679932,3623.739990,3623.739990,27786500
2019-11-04,3631.449951,3671.810059,3631.449951,3665.209961,3665.209961,41802200
2019-11-05,3666.540039,3678.629883,3661.209961,3676.520020,3676.520020,48161300
2019-11-06,3675.429932,3692.199951,3671.239990,3688.739990,3688.739990,42297600
2019-11-07,3694.969971,3708.649902,3694.969971,3706.679932,3706.679932,44578300
2019-11-08,3703.350098,3706.909912,3687.989990,3699.649902,3699.649902,42034700
2019-11-11,3696.969971,3702.780029,3683.330078,3696.820068,3696.820068,31571600
2019-11-12,3700.489990,3719.399902,3700.110107,3712.199951,3712.199951,34975300
2019-11-13,3710.739990,3710.739990,3679.629883,3699.500000,3699.500000,39598100
2019-11-14,3699.729980,3702.939941,3687.270020,3688.810059,3688.810059,31667000
2019-11-15,3698.060059,3713.260010,3690.060059,3711.610107,3711.610107,33449500
2019-11-18,3711.179932,3716.790039,3687.300049,3704.919922,3704.919922,29746000
2019-11-19,3704.879883,3733.449951,3688.590088,3696.560059,3696.560059,29828000
2019-11-20,3688.860107,3688.860107,3663.209961,3683.879883,3683.879883,30770900
2019-11-21,3675.750000,3688.370117,3651.510010,3679.659912,3679.659912,30184400
2019-11-22,3682.219971,3709.879883,3682.219971,3687.320068,3687.320068,31889400
2019-11-25,3697.489990,3710.870117,3697.489990,3707.679932,3707.679932,23575400
2019-11-26,3708.429932,3711.750000,3694.699951,3705.550049,3705.550049,42776200
2019-11-27,3708.709961,3721.760010,3704.489990,3712.850098,3712.850098,27538400
2019-11-28,3707.050049,3708.159912,3698.219971,3704.479980,3704.479980,20880800
2019-11-29,3699.340088,3719.830078,3686.939941,3703.580078,3703.580078,28771400
2019-12-02,3703.760010,3729.739990,3623.120117,3626.659912,3626.659912,44663300
2019-12-03,3635.149902,3647.520020,3594.800049,3610.989990,3610.989990,37666800
2019-12-04,3611.949951,3665.899902,3611.949951,3660.020020,3660.020020,32156300
2019-12-05,3663.000000,3683.070068,3648.129883,3648.129883,3648.129883,25377700
2019-12-06,3653.229980,3692.709961,3653.229980,3692.340088,3692.340088,29106900
2019-12-09,3691.860107,3691.860107,3671.070068,3672.179932,3672.179932,26448800
2019-12-10,3671.969971,3675.879883,3625.000000,3671.780029,3671.780029,28580800
2019-12-11,3667.449951,3692.110107,3659.530029,3687.449951,3687.449951,26621200
2019-12-12,3689.669922,3723.600098,3675.629883,3706.350098,3706.350098,40502800
2019-12-13,3720.649902,3765.699951,3720.649902,3731.070068,3731.070068,49284900
2019-12-16,3738.909912,3778.469971,3738.909912,3772.739990,3772.739990,30015600
2019-12-17,3769.139893,3769.139893,3742.620117,3745.280029,3745.280029,37228600
2019-12-18,3744.000000,3755.810059,3739.000000,3739.000000,3739.000000,33479600
2019-12-19,3741.530029,3747.340088,3722.570068,3739.169922,3739.169922,35609900
2019-12-20,3740.709961,3776.560059,3738.219971,3776.560059,3776.560059,84848100
2019-12-23,3775.070068,3778.979980,3767.800049,3776.659912,3776.659912,23064700
2019-12-27,3776.820068,3794.929932,3775.260010,3782.270020,3782.270020,24437900
2019-12-30,3780.439941,3780.439941,3748.469971,3748.469971,3748.469971,18684000
